merchant_id,gender,business_size_idx,daily_thrift_freq,cash_out_freq,avg_txn_value,account_age_months,repaid
MERCH_13020,F,0,7,4.39,583.05,10,0
MERCH_13021,F,2,0,0.0,2317.89,19,0
MERCH_13022,M,0,3,1.69,1847.53,10,0
MERCH_13023,F,0,8,6.39,3256.37,26,0
MERCH_13024,F,1,0,0.0,13104.42,34,1
MERCH_13025,F,0,6,4.2,3202.45,1,1
MERCH_13026,M,1,1,0.73,14614.63,10,1
MERCH_13027,F,0,10,6.48,2102.71,33,1
MERCH_13028,M,2,0,0.0,13380.53,26,0
MERCH_13029,F,0,6,3.28,2718.85,34,0
MERCH_13030,F,0,3,2.83,1844.14,13,1
MERCH_13031,F,1,3,2.69,2380.88,30,1
MERCH_13032,M,0,6,4.14,367.19,24,1
MERCH_13033,F,1,0,0.0,6180.89,34,1
MERCH_13034,F,0,4,1.97,2861.15,19,1
MERCH_13035,F,1,1,0.87,4171.01,2,1
MERCH_13036,F,0,7,6.38,1731.8,30,1
MERCH_13037,M,1,3,1.47,5629.78,22,1
MERCH_13038,F,1,0,0.0,2996.22,32,1
MERCH_13039,F,0,5,3.71,1315.66,33,1
MERCH_13040,F,0,2,1.13,3907.77,15,1
MERCH_13041,M,0,2,1.28,2250.48,6,1
MERCH_13042,F,2,2,1.54,9601.36,16,0
MERCH_13043,F,0,1,0.46,477.73,21,1
MERCH_13044,M,0,7,3.53,5513.11,34,1
MERCH_13045,M,0,4,1.67,2598.77,35,1
MERCH_13046,F,0,7,6.27,4337.65,33,1
MERCH_13047,F,1,3,2.15,2584.49,8,1
MERCH_13048,F,2,3,2.06,10657.97,12,0
MERCH_13049,F,1,0,0.0,5633.86,18,1
MERCH_13050,F,1,1,0.94,26393.51,21,0
MERCH_13051,F,1,0,0.0,4426.03,27,0
MERCH_13052,F,0,4,1.89,2694.59,12,1
MERCH_13053,F,0,3,1.69,938.34,6,1
MERCH_13054,M,1,2,1.79,7984.07,31,1
MERCH_13055,M,2,0,0.0,7134.99,34,0
MERCH_13056,F,2,1,0.84,15491.56,7,0
MERCH_13057,F,0,4,2.05,2790.15,31,1
MERCH_13058,F,0,3,2.01,1926.77,4,1
MERCH_13059,M,0,4,1.88,2343.68,17,1
MERCH_13060,F,2,1,0.63,1381.06,29,0
MERCH_13061,F,2,1,0.54,8802.14,3,0
MERCH_13062,F,1,1,0.7,13983.47,24,1
MERCH_13063,F,0,3,2.49,2733.29,3,1
MERCH_13064,F,1,4,3.66,1704.15,27,1
MERCH_13065,F,0,5,2.78,3192.28,1,1
MERCH_13066,F,0,5,4.04,3292.93,15,0
MERCH_13067,M,1,3,2.66,10512.97,14,1
MERCH_13068,F,0,4,1.87,2345.98,4,1
MERCH_13069,M,0,6,4.33,2886.04,4,1
MERCH_13070,M,2,0,0.0,9840.19,25,0
MERCH_13071,F,1,1,0.55,3443.24,11,1
MERCH_13072,F,0,9,3.71,1317.85,33,1
MERCH_13073,F,1,4,2.16,10659.84,11,1
MERCH_13074,F,0,3,2.16,1294.11,12,0
MERCH_13075,M,1,0,0.0,6703.82,15,0
MERCH_13076,M,1,3,1.67,10539.77,26,0
MERCH_13077,F,1,1,0.79,14633.57,24,1
MERCH_13078,F,1,3,1.86,4564.25,26,1
MERCH_13079,M,0,5,2.18,1263.75,27,1
MERCH_13080,M,0,3,1.86,3524.22,27,1
MERCH_13081,M,0,5,4.75,5051.8,2,1
MERCH_13082,F,0,4,2.17,557.31,23,1
MERCH_13083,F,1,4,2.18,7555.24,9,0
MERCH_13084,M,0,4,1.97,6590.48,8,1
MERCH_13085,M,0,1,0.55,1177.27,1,0
MERCH_13086,F,0,4,2.86,3617.37,21,1
MERCH_13087,F,2,2,1.86,6904.16,26,0
MERCH_13088,F,0,4,2.94,2354.5,15,1
MERCH_13089,F,1,1,0.63,6333.03,25,1
MERCH_13090,F,0,3,1.84,3018.0,16,1
MERCH_13091,M,0,6,2.48,5196.8,35,1
MERCH_13092,F,0,4,1.61,1220.41,23,1
MERCH_13093,M,1,1,0.84,3953.12,12,0
MERCH_13094,F,1,3,2.01,8829.02,19,1
MERCH_13095,M,2,8,3.35,9185.43,34,1
MERCH_13096,M,0,5,2.79,2093.84,8,1
MERCH_13097,F,0,6,3.58,4694.16,23,1
MERCH_13098,F,2,2,1.66,4301.88,11,1
MERCH_13099,F,0,3,1.92,1346.11,34,1
MERCH_13100,F,1,1,0.83,8142.43,5,0
MERCH_13101,M,1,0,0.0,3571.76,25,0
MERCH_13102,M,0,2,0.84,10441.34,24,0
MERCH_13103,F,1,4,3.73,2180.89,24,1
MERCH_13104,F,0,7,3.5,6130.48,34,1
MERCH_13105,F,0,0,0.0,1377.26,18,0
MERCH_13106,M,0,2,1.69,706.53,12,1
MERCH_13107,F,1,0,0.0,8714.75,15,0
MERCH_13108,F,0,6,3.72,2068.67,12,1
MERCH_13109,F,1,1,0.88,25438.12,29,0
MERCH_13110,F,2,2,1.5,9640.86,29,0
MERCH_13111,F,1,3,1.7,6043.45,20,1
MERCH_13112,M,1,2,1.51,6955.93,15,0
MERCH_13113,F,0,4,3.39,287.83,3,0
MERCH_13114,F,0,2,1.24,215.81,16,1
MERCH_13115,M,0,3,2.14,538.68,19,0
MERCH_13116,M,1,1,0.94,6327.45,7,0
MERCH_13117,F,2,0,0.0,7393.09,22,1
MERCH_13118,F,2,2,1.36,9880.59,15,0
MERCH_13119,F,2,1,0.45,11911.94,9,0
MERCH_13120,F,2,4,3.14,912.13,17,1
MERCH_13121,F,0,4,2.19,3002.56,33,1
MERCH_13122,F,1,0,0.0,16463.9,2,0
MERCH_13123,F,2,0,0.0,5312.31,7,0
MERCH_13124,M,0,3,2.39,10016.99,31,0
MERCH_13125,F,2,4,2.41,7008.68,14,0
MERCH_13126,M,0,3,2.75,1456.91,4,0
MERCH_13127,F,1,0,0.0,13117.36,10,0
MERCH_13128,M,1,4,1.75,9867.13,22,1
MERCH_13129,M,2,3,2.49,16996.66,24,0
MERCH_13130,M,0,2,1.24,3942.91,18,1
MERCH_13131,M,1,1,0.66,7438.3,11,0
MERCH_13132,M,1,1,0.91,12184.64,1,0
MERCH_13133,F,0,4,2.9,488.62,32,1
MERCH_13134,F,1,3,2.29,10442.97,16,0
MERCH_13135,F,1,0,0.0,6770.59,14,1
MERCH_13136,M,1,0,0.0,2338.6,33,0
MERCH_13137,M,0,5,3.07,3867.67,7,0
MERCH_13138,F,0,3,1.96,5136.31,19,1
MERCH_13139,F,1,2,1.69,5679.38,25,0
MERCH_13140,F,0,6,4.13,1175.72,5,1
MERCH_13141,M,0,6,5.66,4646.29,10,1
MERCH_13142,F,2,1,0.84,3451.21,4,0
MERCH_13143,F,1,1,0.8,7466.09,24,1
MERCH_13144,F,1,1,0.72,7209.8,6,0
MERCH_13145,F,0,2,1.25,1099.18,12,1
MERCH_13146,M,0,6,2.57,720.22,20,1
MERCH_13147,M,0,7,2.87,4277.42,26,1
MERCH_13148,M,0,2,0.85,3124.03,12,1
MERCH_13149,F,1,3,2.78,5091.31,33,0
MERCH_13150,F,1,1,0.58,5247.54,12,1
MERCH_13151,F,0,4,3.14,3298.88,4,1
MERCH_13152,M,0,3,2.18,1559.21,17,1
MERCH_13153,F,0,4,2.86,2067.96,10,0
MERCH_13154,F,0,5,3.59,1447.02,19,1
MERCH_13155,F,0,4,2.27,1910.09,33,1
MERCH_13156,M,2,2,1.78,6105.79,28,1
MERCH_13157,F,1,1,0.91,10187.65,2,1
MERCH_13158,M,1,5,3.77,4163.15,21,1
MERCH_13159,F,0,6,5.25,4842.29,23,1
MERCH_13160,F,2,0,0.0,9991.68,33,0
MERCH_13161,F,1,0,0.0,6823.52,26,1
MERCH_13162,F,1,0,0.0,5826.34,30,1
MERCH_13163,F,0,5,4.33,1719.74,4,1
MERCH_13164,F,2,2,1.15,12791.98,6,0
MERCH_13165,F,1,2,1.4,4681.34,34,1
MERCH_13166,M,2,0,0.0,961.0,20,0
MERCH_13167,F,0,3,2.83,1521.41,15,0
MERCH_13168,M,0,6,4.93,5785.14,23,1
MERCH_13169,F,0,4,2.4,924.05,9,1
MERCH_13170,M,0,10,9.41,6798.86,34,1
MERCH_13171,F,2,2,0.9,4930.73,34,1
MERCH_13172,F,0,5,3.28,1566.06,27,1
MERCH_13173,F,0,7,3.03,7643.67,16,1
MERCH_13174,F,0,5,2.92,2731.36,4,1
MERCH_13175,F,0,4,2.08,4058.33,28,1
MERCH_13176,M,0,1,0.57,1087.16,17,1
MERCH_13177,M,1,1,0.92,5389.8,12,0
MERCH_13178,M,1,1,0.63,675.9,5,1
MERCH_13179,M,0,8,4.63,1455.89,35,1
MERCH_13180,F,0,5,3.76,1842.88,30,1
MERCH_13181,F,0,5,3.88,1710.69,14,1
MERCH_13182,F,0,2,1.88,2054.46,14,1
MERCH_13183,F,1,1,0.7,5372.71,2,0
MERCH_13184,F,1,1,0.81,867.23,28,0
MERCH_13185,F,1,0,0.0,4206.79,21,0
MERCH_13186,F,1,4,1.98,7576.87,15,0
MERCH_13187,F,0,7,4.45,2961.06,23,1
MERCH_13188,M,2,0,0.0,16621.64,10,0
MERCH_13189,M,1,3,1.89,693.6,26,1
MERCH_13190,F,2,1,0.78,4416.68,35,0
MERCH_13191,M,0,2,1.25,4198.09,34,1
MERCH_13192,M,2,5,4.62,7224.57,2,1
MERCH_13193,F,1,4,3.76,4546.06,31,1
MERCH_13194,F,1,2,1.38,13578.7,5,0
MERCH_13195,F,0,6,4.24,2353.21,19,1
MERCH_13196,M,1,2,1.25,11392.26,30,0
MERCH_13197,M,2,3,1.79,6422.31,17,0
MERCH_13198,F,1,2,1.88,743.53,29,1
MERCH_13199,F,1,1,0.42,16914.77,12,0
MERCH_13200,F,2,1,0.63,5827.02,8,1
MERCH_13201,F,0,3,1.45,533.42,15,1
MERCH_13202,F,1,1,0.8,4295.3,34,1
MERCH_13203,M,0,1,0.51,994.42,28,0
MERCH_13204,M,2,2,1.77,429.54,21,0
MERCH_13205,M,0,10,6.06,1746.64,17,1
MERCH_13206,M,1,2,1.81,786.19,18,1
MERCH_13207,M,1,3,2.83,5207.71,24,1
MERCH_13208,F,1,1,0.82,8116.4,24,0
MERCH_13209,F,1,3,2.23,7980.64,12,1
MERCH_13210,F,2,1,0.48,3803.13,1,0
MERCH_13211,M,2,1,0.91,2136.21,32,0
MERCH_13212,F,0,5,4.14,4056.74,5,1
MERCH_13213,M,0,5,2.79,3058.79,26,1
MERCH_13214,F,0,4,2.63,1491.94,3,0
MERCH_13215,F,0,2,0.87,442.34,33,1
MERCH_13216,F,1,1,0.76,2633.91,20,1
MERCH_13217,F,2,2,0.94,20765.93,12,0
MERCH_13218,M,1,2,1.52,11485.5,20,0
MERCH_13219,M,0,6,4.62,2734.91,17,1
MERCH_13220,F,0,2,1.16,991.73,8,1
MERCH_13221,F,1,1,0.92,3024.99,13,1
MERCH_13222,F,1,2,1.66,12529.66,9,1
MERCH_13223,F,0,1,0.67,6060.7,19,1
MERCH_13224,F,2,2,1.81,12661.98,26,1
MERCH_13225,M,2,2,1.74,5092.57,5,0
MERCH_13226,F,0,5,3.9,1152.98,25,1
MERCH_13227,F,2,1,0.48,2729.18,5,0
MERCH_13228,F,0,6,4.04,1582.73,23,0
MERCH_13229,F,1,2,1.75,3011.03,35,1
MERCH_13230,F,0,2,1.47,2346.89,32,1
MERCH_13231,F,0,2,1.4,2130.59,6,1
MERCH_13232,F,2,2,1.85,24548.69,14,1
MERCH_13233,F,0,2,0.82,4233.11,29,1
MERCH_13234,F,1,0,0.0,7126.64,22,1
MERCH_13235,F,0,2,1.78,8132.39,20,0
MERCH_13236,F,0,7,2.95,3053.69,8,1
MERCH_13237,M,0,5,2.91,947.91,27,1
MERCH_13238,F,0,3,2.72,4026.34,7,1
MERCH_13239,F,1,5,3.9,2165.98,34,1
MERCH_13240,F,0,3,2.27,312.72,28,1
MERCH_13241,F,1,2,1.52,8937.58,31,1
MERCH_13242,F,1,4,2.3,10137.33,21,1
MERCH_13243,M,1,4,2.77,12107.97,10,1
MERCH_13244,M,0,6,4.48,3358.42,13,1
MERCH_13245,F,2,0,0.0,8645.32,26,0
MERCH_13246,F,0,5,4.19,1322.8,34,1
MERCH_13247,F,0,5,2.88,2602.81,19,1
MERCH_13248,M,0,8,3.51,4047.29,6,1
MERCH_13249,F,0,3,1.53,2877.81,15,1
MERCH_13250,F,0,4,2.5,3579.42,18,1
MERCH_13251,F,1,2,1.8,10489.03,20,0
MERCH_13252,F,0,9,5.66,4435.51,1,1
MERCH_13253,F,0,2,0.9,479.49,22,1
MERCH_13254,F,1,0,0.0,8770.04,18,1
MERCH_13255,F,0,3,2.1,7902.28,10,1
MERCH_13256,M,0,4,1.99,2506.7,20,1
MERCH_13257,F,0,4,1.74,2528.02,6,1
MERCH_13258,F,1,1,0.79,5405.38,22,1
MERCH_13259,M,0,4,3.33,1698.82,4,1
MERCH_13260,F,0,6,5.21,6600.54,4,0
MERCH_13261,F,1,2,1.73,734.05,19,0
MERCH_13262,F,1,2,1.22,8326.97,29,1
MERCH_13263,F,1,2,1.61,5544.86,28,0
MERCH_13264,M,1,1,0.72,1099.85,13,0
MERCH_13265,F,0,6,2.48,4030.38,28,1
MERCH_13266,F,0,4,2.48,2099.61,30,1
MERCH_13267,F,0,0,0.0,2738.52,22,1
MERCH_13268,F,0,2,0.89,1586.05,23,1
MERCH_13269,M,0,5,2.15,3098.21,18,1
MERCH_13270,F,0,5,4.64,3412.54,17,1
MERCH_13271,F,1,2,1.73,2599.2,31,0
MERCH_13272,M,1,3,1.92,2588.54,28,1
MERCH_13273,F,0,5,2.68,1581.06,8,1
MERCH_13274,M,1,0,0.0,18048.44,32,0
MERCH_13275,M,0,5,3.19,1650.84,6,1
MERCH_13276,M,0,6,4.38,1613.61,8,1
MERCH_13277,F,1,1,0.84,4025.4,22,1
MERCH_13278,F,0,2,0.86,6906.97,31,1
MERCH_13279,M,0,3,1.89,2549.47,6,1
MERCH_13280,F,0,3,2.81,4723.21,4,1
MERCH_13281,F,2,3,1.4,15101.74,7,0
MERCH_13282,M,1,3,1.86,2845.94,34,1
MERCH_13283,M,0,3,1.65,1203.34,27,1
MERCH_13284,F,1,3,1.42,8147.85,2,0
MERCH_13285,F,1,0,0.0,2744.37,14,1
MERCH_13286,F,1,2,1.57,3521.19,29,1
MERCH_13287,M,1,2,1.25,5138.05,22,0
MERCH_13288,M,0,4,2.41,1216.08,5,1
MERCH_13289,F,0,3,2.57,740.64,18,1
MERCH_13290,F,1,1,0.45,4109.34,16,1
MERCH_13291,M,1,3,1.44,7020.05,6,1
MERCH_13292,F,1,1,0.9,3037.4,1,0
MERCH_13293,F,1,0,0.0,4277.42,12,0
MERCH_13294,M,2,1,0.83,5507.84,24,1
MERCH_13295,F,2,2,1.49,21125.73,11,0
MERCH_13296,F,2,1,0.56,3415.92,34,1
MERCH_13297,F,1,3,2.74,16521.79,29,0
MERCH_13298,F,2,1,0.67,713.76,32,1
MERCH_13299,M,0,7,3.88,3912.29,21,1
MERCH_13300,F,0,2,1.2,3405.28,33,1
MERCH_13301,M,0,3,1.23,3900.79,33,1
MERCH_13302,F,1,6,3.24,10723.02,28,1
MERCH_13303,F,1,1,0.5,13389.63,1,0
MERCH_13304,F,1,0,0.0,5019.51,12,0
MERCH_13305,F,0,3,1.25,5577.94,33,1
MERCH_13306,F,0,6,3.15,1187.86,5,1
MERCH_13307,F,1,0,0.0,849.5,2,0
MERCH_13308,F,0,6,2.55,365.89,24,0
MERCH_13309,F,0,5,2.38,2533.66,21,0
MERCH_13310,M,0,1,0.51,3181.04,30,1
MERCH_13311,M,0,6,3.77,4060.65,15,1
MERCH_13312,M,1,3,2.16,7374.65,9,1
MERCH_13313,F,0,6,3.46,1280.01,32,1
MERCH_13314,F,1,1,0.48,11959.02,8,0
MERCH_13315,M,0,5,4.59,2254.13,23,1
MERCH_13316,F,1,2,1.37,3675.01,27,1
MERCH_13317,F,0,2,1.62,3032.95,8,1
MERCH_13318,M,1,3,2.35,6604.71,29,1
MERCH_13319,M,1,0,0.0,37830.33,11,0
MERCH_13320,F,0,4,2.83,10037.14,21,1
MERCH_13321,F,2,1,0.73,3396.88,30,1
MERCH_13322,M,1,2,1.19,1028.66,33,1
MERCH_13323,F,0,3,2.31,923.33,3,0
MERCH_13324,M,0,5,4.17,421.77,13,1
MERCH_13325,M,2,3,1.8,10153.62,23,0
MERCH_13326,M,1,3,1.22,15593.93,26,0
MERCH_13327,F,0,3,1.78,929.02,10,1
MERCH_13328,F,0,2,0.93,4902.25,23,1
MERCH_13329,M,1,0,0.0,2015.57,8,0
MERCH_13330,F,1,2,1.2,14366.0,14,1
MERCH_13331,M,1,1,0.51,3248.06,24,1
MERCH_13332,F,0,2,1.83,2380.05,18,1
MERCH_13333,F,1,2,1.52,12216.02,25,1
MERCH_13334,M,0,2,1.37,1680.91,20,1
MERCH_13335,M,0,4,1.62,618.64,25,1
MERCH_13336,M,1,1,0.46,26062.91,17,0
MERCH_13337,M,2,2,1.67,1866.41,4,1
MERCH_13338,F,0,4,2.46,6993.57,21,1
MERCH_13339,M,0,3,1.28,3328.9,20,0
MERCH_13340,M,1,2,1.71,15756.49,17,0
MERCH_13341,F,1,3,1.7,10819.52,35,1
MERCH_13342,F,1,1,0.61,1940.74,23,0
MERCH_13343,F,1,3,2.81,1323.7,21,1
MERCH_13344,F,0,6,2.45,1276.22,21,1
MERCH_13345,M,2,2,1.59,634.92,24,1
MERCH_13346,F,1,2,1.84,7384.17,18,1
MERCH_13347,F,2,2,0.87,7704.45,19,0
MERCH_13348,F,1,3,2.63,5600.02,5,1
MERCH_13349,F,2,2,1.26,2754.75,27,0
MERCH_13350,F,0,2,1.77,2843.14,6,1
MERCH_13351,F,0,3,1.71,1084.66,14,1
MERCH_13352,M,2,2,1.88,6909.51,3,1
MERCH_13353,F,0,5,3.78,1038.73,1,1
MERCH_13354,F,0,8,5.96,1608.1,31,1
MERCH_13355,F,1,4,3.37,35068.49,10,0
MERCH_13356,M,1,2,1.28,13032.85,31,1
MERCH_13357,F,0,4,2.17,681.62,17,1
MERCH_13358,M,2,2,1.09,21326.46,16,1
MERCH_13359,M,1,2,1.16,10700.73,27,1
MERCH_13360,M,1,2,1.48,5320.25,16,0
MERCH_13361,F,1,3,2.58,6066.36,4,0
MERCH_13362,M,0,3,2.02,2844.63,27,1
MERCH_13363,F,0,5,3.11,7028.13,9,1
MERCH_13364,M,0,3,2.51,3295.48,25,1
MERCH_13365,F,1,2,1.12,3791.15,24,1
MERCH_13366,F,1,3,2.34,5299.5,28,0
MERCH_13367,F,1,2,0.92,3865.79,18,0
MERCH_13368,F,1,3,1.39,8746.37,26,0
MERCH_13369,M,1,1,0.75,10520.38,10,1
MERCH_13370,F,1,1,0.45,10605.34,34,1
MERCH_13371,F,0,5,2.43,5667.58,11,0
MERCH_13372,F,0,7,5.2,3392.25,14,1
MERCH_13373,M,2,3,1.92,2602.69,1,1
MERCH_13374,M,0,4,2.83,5880.86,17,1
MERCH_13375,M,0,5,4.69,2047.21,17,1
MERCH_13376,M,1,3,2.24,6798.58,10,0
MERCH_13377,F,0,3,2.17,1683.29,30,1
MERCH_13378,F,2,0,0.0,3438.13,33,1
MERCH_13379,M,0,5,3.73,1227.51,2,1
MERCH_13380,F,0,3,1.22,4485.93,20,1
MERCH_13381,F,0,8,5.65,2456.34,32,1
MERCH_13382,F,1,0,0.0,5184.66,3,0
MERCH_13383,F,0,3,1.56,5745.94,5,1
MERCH_13384,F,1,2,1.42,10184.52,20,0
MERCH_13385,M,2,1,0.77,5694.23,3,0
MERCH_13386,F,2,3,1.83,18690.77,3,0
MERCH_13387,F,0,4,2.52,5349.21,6,1
MERCH_13388,F,0,7,4.72,1739.04,24,1
MERCH_13389,M,1,2,1.63,4213.85,8,0
MERCH_13390,F,2,1,0.41,11216.46,16,1
MERCH_13391,M,2,1,0.65,4959.16,1,1
MERCH_13392,M,0,7,2.85,2484.87,14,0
MERCH_13393,F,1,1,0.58,6390.16,10,0
MERCH_13394,M,0,6,4.12,2549.29,10,1
MERCH_13395,M,0,8,3.55,6605.49,22,0
MERCH_13396,M,0,6,4.0,2510.75,31,1
MERCH_13397,M,0,4,3.63,4080.31,4,1
MERCH_13398,F,0,5,3.88,2650.12,23,1
MERCH_13399,F,0,4,3.32,2461.21,12,1
MERCH_13400,F,1,0,0.0,2759.7,8,1
MERCH_13401,F,0,1,0.89,427.54,24,1
MERCH_13402,M,1,0,0.0,3658.4,1,0
MERCH_13403,F,0,5,3.24,302.17,26,1
MERCH_13404,M,0,5,3.64,1275.48,22,1
MERCH_13405,M,0,1,0.88,2490.82,25,0
MERCH_13406,M,0,2,1.14,1540.24,31,1
MERCH_13407,M,1,2,0.8,1104.55,34,1
MERCH_13408,F,0,4,3.74,13605.22,11,0
MERCH_13409,F,1,1,0.41,6609.46,4,1
MERCH_13410,F,0,2,0.97,2156.75,8,0
MERCH_13411,F,1,1,0.63,16272.12,35,0
MERCH_13412,F,1,2,1.35,14531.17,25,1
MERCH_13413,F,0,5,4.29,2157.61,31,0
MERCH_13414,M,0,3,1.94,2336.27,23,1
MERCH_13415,F,0,2,1.4,7854.69,4,1
MERCH_13416,F,1,2,1.02,6556.35,7,1
MERCH_13417,M,0,11,7.84,4637.43,10,1
MERCH_13418,F,1,2,1.18,4290.92,6,0
MERCH_13419,F,1,1,0.45,3091.17,31,1
MERCH_13420,M,2,3,2.76,10303.73,4,0
MERCH_13421,F,1,0,0.0,13763.37,21,1
MERCH_13422,M,1,2,1.55,2220.54,20,1
MERCH_13423,F,0,3,2.7,3322.86,17,1
MERCH_13424,M,2,2,1.0,4441.03,6,1
MERCH_13425,F,1,3,1.59,511.25,11,1
MERCH_13426,F,0,5,3.17,793.56,18,1
MERCH_13427,F,1,2,1.12,5063.89,9,0
MERCH_13428,M,0,0,0.0,4562.38,12,1
MERCH_13429,F,1,2,1.17,11247.75,31,1
MERCH_13430,F,1,4,3.77,2095.44,31,0
MERCH_13431,M,0,1,0.87,3471.55,34,1
MERCH_13432,M,1,1,0.89,3331.0,16,0
MERCH_13433,F,0,5,2.18,3230.54,12,1
MERCH_13434,M,0,2,0.99,1201.42,13,0
MERCH_13435,F,0,5,2.47,7450.57,13,1
MERCH_13436,F,1,0,0.0,3926.07,2,0
MERCH_13437,F,0,4,1.63,1784.23,15,1
MERCH_13438,M,0,5,4.22,1110.33,13,1
MERCH_13439,M,1,1,0.7,10517.34,34,1
MERCH_13440,F,0,4,2.85,1068.75,26,1
MERCH_13441,F,0,2,1.39,368.62,6,1
MERCH_13442,F,0,4,2.78,3063.28,21,1
MERCH_13443,M,0,4,2.04,2966.92,33,1
MERCH_13444,M,0,4,2.22,885.41,15,1
MERCH_13445,F,0,3,2.0,1137.12,35,1
MERCH_13446,M,2,2,1.55,5807.85,28,0
MERCH_13447,M,1,3,1.65,10922.2,6,0
MERCH_13448,F,0,3,2.53,8783.65,6,0
MERCH_13449,F,0,8,6.77,3622.79,11,1
MERCH_13450,F,0,6,3.3,3944.81,14,1
MERCH_13451,M,1,3,2.12,19799.72,21,0
MERCH_13452,M,0,6,3.55,4103.62,20,1
MERCH_13453,F,0,0,0.0,7244.28,5,0
MERCH_13454,M,2,2,1.69,7666.88,9,0
MERCH_13455,F,0,7,6.62,2989.18,30,1
MERCH_13456,F,0,4,2.84,1125.35,27,1
MERCH_13457,M,2,6,5.42,2757.66,5,1
MERCH_13458,M,1,1,0.75,4575.96,5,1
MERCH_13459,F,0,3,2.13,4210.27,15,1
MERCH_13460,F,1,1,0.66,13123.24,9,0
MERCH_13461,F,0,3,1.59,2368.2,25,1
MERCH_13462,F,1,1,0.45,15413.22,8,0
MERCH_13463,F,0,6,3.86,1671.11,14,1
MERCH_13464,F,1,3,2.13,2472.99,32,1
MERCH_13465,M,2,2,1.36,10938.71,31,1
MERCH_13466,F,2,1,0.78,8639.98,23,0
MERCH_13467,M,2,1,0.51,8839.12,1,0
MERCH_13468,M,1,1,0.59,22324.33,31,0
MERCH_13469,F,0,2,1.26,2932.45,7,1
MERCH_13470,F,0,7,3.52,4718.14,15,1
MERCH_13471,M,1,2,1.8,150.81,6,1
MERCH_13472,F,2,3,2.32,8606.49,16,1
MERCH_13473,M,0,8,3.6,629.73,14,1
MERCH_13474,M,2,2,1.58,6075.66,17,1
MERCH_13475,M,1,1,0.7,4752.3,10,0
MERCH_13476,M,2,1,0.69,19276.43,29,0
MERCH_13477,F,2,0,0.0,20075.39,8,0
MERCH_13478,F,0,4,2.96,7120.55,11,1
MERCH_13479,F,0,9,8.04,2737.84,18,1
MERCH_13480,F,0,4,3.61,229.74,20,1
MERCH_13481,F,0,3,1.37,3323.3,16,1
MERCH_13482,F,1,2,0.81,5201.58,27,1
MERCH_13483,M,1,0,0.0,7914.93,23,1
MERCH_13484,F,2,3,2.47,3000.84,14,1
MERCH_13485,F,1,5,4.27,19010.13,12,0
MERCH_13486,F,0,2,1.67,4143.68,27,0
MERCH_13487,F,0,4,2.58,2016.61,13,0
MERCH_13488,F,0,4,3.25,1220.24,16,1
MERCH_13489,F,0,1,0.8,4521.63,33,1
MERCH_13490,F,1,1,0.57,15482.58,24,0
MERCH_13491,F,0,6,2.96,1729.69,12,1
MERCH_13492,M,0,3,2.23,1262.73,9,0
MERCH_13493,M,0,3,2.32,2751.44,13,1
MERCH_13494,M,1,3,2.14,9664.93,8,1
MERCH_13495,F,0,4,2.07,847.35,18,1
MERCH_13496,M,0,4,2.21,4821.0,27,0
MERCH_13497,M,0,6,4.74,2078.65,33,1
MERCH_13498,F,2,3,2.79,17006.03,7,1
MERCH_13499,M,0,7,6.44,5735.42,13,1
MERCH_13500,F,1,2,1.37,16207.54,15,0
MERCH_13501,M,1,1,0.89,1771.67,34,1
MERCH_13502,M,1,1,0.42,2321.87,20,0
MERCH_13503,F,2,0,0.0,13055.43,17,0
MERCH_13504,M,0,5,3.31,4342.19,29,0
MERCH_13505,F,0,5,4.15,913.03,21,1
MERCH_13506,M,0,3,1.21,2304.71,14,0
MERCH_13507,F,1,0,0.0,15044.77,29,0
MERCH_13508,M,0,7,5.09,3604.36,22,1
MERCH_13509,F,0,6,3.19,4279.19,33,1
MERCH_13510,F,1,2,1.18,9599.45,13,1
MERCH_13511,F,1,1,0.51,11164.86,31,1
MERCH_13512,M,0,3,1.9,2401.37,12,1
MERCH_13513,M,1,0,0.0,6137.38,32,0
MERCH_13514,M,1,2,1.39,8055.21,6,0
MERCH_13515,M,0,4,3.39,4827.47,11,1
MERCH_13516,F,0,8,7.52,1587.75,23,1
MERCH_13517,F,1,5,2.69,5563.87,7,1
MERCH_13518,F,1,0,0.0,2553.56,20,0
MERCH_13519,F,0,5,3.09,2062.23,4,1
MERCH_13520,F,0,3,1.44,867.39,21,1
MERCH_13521,F,1,3,2.58,16076.04,30,0
MERCH_13522,F,2,0,0.0,6738.25,25,1
MERCH_13523,F,1,4,2.96,3077.32,31,1
MERCH_13524,F,0,4,1.93,4867.93,2,0
MERCH_13525,F,0,2,1.62,1053.29,20,1
MERCH_13526,M,2,2,1.87,2195.44,14,1
MERCH_13527,M,0,6,3.99,335.37,23,1
MERCH_13528,M,2,2,1.86,1276.5,5,1
MERCH_13529,F,2,0,0.0,6581.01,19,0
MERCH_13530,F,0,5,2.1,2392.46,7,1
MERCH_13531,M,2,3,2.78,11249.31,21,0
MERCH_13532,F,0,3,2.36,2724.68,33,1
MERCH_13533,F,1,3,1.51,7837.66,20,1
MERCH_13534,F,0,6,3.6,971.67,9,1
MERCH_13535,F,0,2,1.36,5024.03,31,1
MERCH_13536,F,1,0,0.0,9264.61,8,0
MERCH_13537,F,1,3,2.59,6266.38,11,1
